5922,28,45:17.5,-227,45:18.0,17,35,"[1572958.0, 207941.0, 37307.0, 27924.0, 7601.0, 42254.0, 26593.0, 16131.0]",14
5907,28,45:18.4,-228,45:19.0,17,48,"[515814.0, 144432.0, 9310.0, 25247.0, 22474.0, 20900.0, 19164.0, 11669.0]",14
5890,28,45:19.6,-228,45:20.0,17,61,"[1516631.0, 270265.0, 186267.0, 149039.0, 93388.0, 38105.0, 48396.0, 37609.0]",14
5874,28,45:20.5,-228,45:21.0,17,61,"[21203.0, 27663.0, 34405.0, 26159.0, 9603.0, 11475.0, 10958.0, 9994.0]",14
5860,28,45:21.4,-228,45:22.0,17,66,"[1015097.0, 59528.0, 20896.0, 13254.0, 26050.0, 8902.0, 11053.0, 4072.0]",14
5841,28,45:22.6,-228,45:23.0,16,87,"[95547.0, 22965.0, 17388.0, 35060.0, 11062.0, 16878.0, 3662.0, 8564.0]",14
5828,28,45:23.5,-229,45:24.0,16,84,"[990077.0, 15236.0, 10690.0, 4302.0, 3841.0, 1565.0, 780.0, 997.0]",14
5813,28,45:24.4,-229,45:25.0,16,63,"[37071.0, 18517.0, 2826.0, 1695.0, 1462.0, 1813.0, 1264.0, 1123.0]",14
5794,28,45:25.6,-230,45:26.0,16,64,"[20751.0, 36131.0, 21477.0, 2591.0, 15392.0, 4745.0, 7485.0, 3090.0]",14
5778,28,45:26.5,-231,45:27.0,16,54,"[5887.0, 38026.0, 19916.0, 4754.0, 9369.0, 6625.0, 14469.0, 2002.0]",14
5766,28,45:27.4,-235,45:28.0,16,29,"[125762.0, 58845.0, 330.0, 5517.0, 13742.0, 6501.0, 4107.0, 4853.0]",14
5747,28,45:28.6,-240,45:29.0,16,40,"[255980.0, 84927.0, 40104.0, 14230.0, 10790.0, 12273.0, 3972.0, 4356.0]",14
5731,28,45:29.5,-241,45:30.0,16,35,"[2011961.0, 64172.0, 21664.0, 5638.0, 16562.0, 24688.0, 15187.0, 6266.0]",14
5718,28,45:30.4,-245,45:31.0,16,34,"[39449.0, 14803.0, 6609.0, 5439.0, 7280.0, 6688.0, 5179.0, 3806.0]",14
5702,28,45:31.3,-249,45:32.0,16,47,"[410055.0, 81042.0, 21230.0, 4608.0, 10452.0, 13656.0, 7554.0, 7548.0]",14
6256,28,44:56.5,-223,44:57.2,20,40,"[350478.0, 60316.0, 14870.0, 18333.0, 12247.0, 11719.0, 4278.0, 8211.0]",13
6239,28,44:57.7,-223,44:58.1,20,44,"[78962.0, 36296.0, 9582.0, 22152.0, 10997.0, 12700.0, 6940.0, 25737.0]",13
6224,28,44:58.7,-223,44:59.1,20,56,"[694508.0, 119153.0, 4281.0, 36303.0, 23651.0, 10754.0, 7249.0, 7103.0]",13
6209,28,44:59.6,-224,45:00.1,20,51,"[1302078.0, 378052.0, 50532.0, 57160.0, 25371.0, 30282.0, 26973.0, 12601.0]",13
6191,28,45:00.8,-224,45:01.1,20,53,"[552440.0, 168787.0, 53263.0, 54015.0, 11422.0, 32868.0, 25884.0, 11604.0]",13
6417,28,44:46.6,-218,44:47.2,20,77,"[663132.0, 59971.0, 71837.0, 16193.0, 20830.0, 15515.0, 7986.0, 12382.0]",12
6400,28,44:47.8,-219,44:48.2,20,83,"[582587.0, 42754.0, 23690.0, 12909.0, 12419.0, 24335.0, 5878.0, 9167.0]",12
6384,28,44:48.7,-219,44:49.2,20,80,"[1669992.0, 91288.0, 54452.0, 10040.0, 11819.0, 15379.0, 7396.0, 3587.0]",12
6449,28,44:44.9,-217,44:45.2,20,35,"[272843.0, 73981.0, 42783.0, 27317.0, 29708.0, 8935.0, 10432.0, 8693.0]",11
6434,28,44:45.8,-218,44:46.2,20,51,"[540541.0, 9079.0, 6406.0, 5033.0, 2521.0, 5742.0, 4146.0, 1556.0]",11
6496,28,44:41.9,-208,44:42.2,20,56,"[1404240.0, 279180.0, 33433.0, 21228.0, 50931.0, 14594.0, 10156.0, 3771.0]",10
6481,28,44:42.8,-213,44:43.2,20,41,"[1631936.0, 191982.0, 3710.0, 25962.0, 25711.0, 33020.0, 35540.0, 11136.0]",10
6465,28,44:43.7,-214,44:44.2,20,40,"[1239277.0, 131637.0, 5336.0, 50509.0, 23019.0, 30416.0, 8738.0, 19051.0]",10
6544,28,44:38.9,-196,44:39.2,21,48,"[75450.0, 20617.0, 3321.0, 7909.0, 4238.0, 2172.0, 1360.0, 698.0]",9
6528,28,44:39.8,-198,44:40.2,21,44,"[796211.0, 73009.0, 7128.0, 20276.0, 7389.0, 7646.0, 6781.0, 3795.0]",9
6515,28,44:40.7,-206,44:41.2,21,78,"[1675589.0, 155251.0, 159968.0, 130223.0, 99275.0, 33934.0, 32987.0, 12371.0]",9
6576,28,44:36.8,-192,44:37.3,21,16,"[138207.0, 233930.0, 6413.0, 9640.0, 8071.0, 15570.0, 7075.0, 4487.0]",8
6563,28,44:37.7,-194,44:38.2,21,47,"[117261.0, 14526.0, 10246.0, 15250.0, 6453.0, 3706.0, 4476.0, 1017.0]",8
6611,28,44:34.7,-188,44:35.2,21,37,"[255229.0, 72349.0, 18820.0, 15213.0, 9070.0, 16937.0, 6100.0, 4402.0]",7
6591,28,44:35.9,-190,44:36.2,21,41,"[331502.0, 115378.0, 23867.0, 37256.0, 8963.0, 14381.0, 5170.0, 1152.0]",7
6659,28,44:31.7,-182,44:32.3,21,38,"[43500.0, 9348.0, 1271.0, 1660.0, 893.0, 855.0, 785.0, 485.0]",6
6639,28,44:32.9,-184,44:33.2,21,47,"[903675.0, 243227.0, 85812.0, 48625.0, 21989.0, 18582.0, 9760.0, 4209.0]",6
6626,28,44:33.8,-185,44:34.3,21,30,"[17552.0, 40549.0, 2939.0, 642.0, 2289.0, 1479.0, 1972.0, 835.0]",6
6706,28,44:29.0,-172,44:29.3,21,40,"[802515.0, 500759.0, 63380.0, 89138.0, 19402.0, 54911.0, 47065.0, 34786.0]",5
6689,28,44:29.9,-178,44:30.3,21,54,"[1617650.0, 396860.0, 77096.0, 41659.0, 20113.0, 17672.0, 16255.0, 10898.0]",5
6675,28,44:30.8,-180,44:31.3,21,50,"[659328.0, 35471.0, 6968.0, 5782.0, 11056.0, 8739.0, 3193.0, 3433.0]",5
6739,28,44:26.9,-167,44:27.3,21,41,"[2930439.0, 491766.0, 120890.0, 113753.0, 120392.0, 43651.0, 20517.0, 7466.0]",4
6724,28,44:27.8,-169,44:28.3,21,40,"[1120375.0, 59023.0, 41160.0, 13340.0, 11043.0, 11710.0, 5571.0, 2102.0]",4
6819,28,44:21.8,-152,44:22.3,21,27,"[514486.0, 135737.0, 55003.0, 50579.0, 43399.0, 22763.0, 6982.0, 5793.0]",3
6799,28,44:23.0,-156,44:23.3,21,38,"[877199.0, 104582.0, 20402.0, 23258.0, 23271.0, 12915.0, 7681.0, 3718.0]",3
6786,28,44:23.9,-159,44:24.3,21,53,"[946044.0, 82488.0, 47591.0, 78228.0, 45959.0, 32000.0, 17886.0, 2325.0]",3
6772,28,44:24.8,-161,44:25.3,21,61,"[206797.0, 14044.0, 3741.0, 1758.0, 4015.0, 2526.0, 1217.0, 711.0]",3
6756,28,44:25.7,-162,44:26.3,21,40,"[126463.0, 111785.0, 978.0, 9946.0, 3713.0, 11452.0, 5031.0, 2054.0]",3
7300,28,43:52.1,-62,43:52.5,24,11,"[859292.0, 78509.0, 7163.0, 2335.0, 9421.0, 9557.0, 7333.0, 5668.0]",2
7286,28,43:53.0,-65,43:53.4,24,21,"[885311.0, 305184.0, 123621.0, 67953.0, 14618.0, 19052.0, 5029.0, 2685.0]",2
7272,28,43:53.9,-66,43:54.4,24,40,"[1136154.0, 32136.0, 45298.0, 87751.0, 26550.0, 23828.0, 5928.0, 7896.0]",2
7251,28,43:55.1,-69,43:55.4,24,51,"[411961.0, 158885.0, 11596.0, 13016.0, 12119.0, 11668.0, 6156.0, 3585.0]",2
7238,28,43:56.0,-71,43:56.4,24,56,"[2838376.0, 587263.0, 73837.0, 43131.0, 33525.0, 41199.0, 10242.0, 20739.0]",2
7224,28,43:56.9,-72,43:57.4,23,54,"[342481.0, 65946.0, 6742.0, 31639.0, 5789.0, 10550.0, 4691.0, 4766.0]",2
7205,28,43:58.1,-75,43:58.4,23,34,"[500848.0, 42968.0, 9505.0, 8404.0, 12079.0, 6694.0, 1506.0, 3311.0]",2
7192,28,43:59.0,-76,43:59.4,23,35,"[238692.0, 237281.0, 22406.0, 22632.0, 13876.0, 7641.0, 10152.0, 6349.0]",2
7178,28,43:59.9,-79,44:00.4,23,40,"[1002899.0, 101595.0, 21889.0, 15609.0, 16875.0, 33558.0, 11463.0, 12419.0]",2
7157,28,44:01.1,-84,44:01.4,23,30,"[21399.0, 19307.0, 3146.0, 2287.0, 1612.0, 2803.0, 2437.0, 1305.0]",2
7142,28,44:02.0,-85,44:02.4,23,34,"[694449.0, 189163.0, 36004.0, 33178.0, 24676.0, 12629.0, 14216.0, 10429.0]",2
7127,28,44:02.9,-91,44:03.4,23,21,"[232343.0, 247985.0, 10907.0, 4592.0, 12590.0, 4507.0, 4651.0, 1327.0]",2
7108,28,44:04.1,-96,44:04.4,23,41,"[443049.0, 17564.0, 43626.0, 5432.0, 7399.0, 10229.0, 4028.0, 4699.0]",2
7092,28,44:05.0,-99,44:05.4,23,54,"[504540.0, 10987.0, 18692.0, 1317.0, 12351.0, 2481.0, 971.0, 972.0]",2
7080,28,44:05.9,-102,44:06.4,23,51,"[373950.0, 184169.0, 23942.0, 27822.0, 7850.0, 8300.0, 15659.0, 4176.0]",2
7065,28,44:06.8,-107,44:07.4,23,77,"[201283.0, 77829.0, 7048.0, 34297.0, 12266.0, 13956.0, 5824.0, 8300.0]",2
7045,28,44:08.0,-111,44:08.4,23,66,"[691086.0, 14522.0, 22598.0, 13155.0, 30727.0, 14672.0, 5614.0, 4591.0]",2
7030,28,44:08.9,-113,44:09.3,23,64,"[258390.0, 27363.0, 13681.0, 8180.0, 1833.0, 3212.0, 5423.0, 687.0]",2
7016,28,44:09.8,-115,44:10.4,23,67,"[573663.0, 34996.0, 4341.0, 10785.0, 2767.0, 4796.0, 2647.0, 1988.0]",2
6995,28,44:11.0,-119,44:11.3,23,61,"[138783.0, 88112.0, 16125.0, 18392.0, 25332.0, 34082.0, 25367.0, 6815.0]",2
6980,28,44:11.9,-123,44:12.3,23,56,"[549080.0, 141742.0, 17822.0, 86562.0, 62633.0, 43803.0, 14081.0, 8126.0]",2
6966,28,44:12.8,-125,44:13.3,23,48,"[2023728.0, 187472.0, 86022.0, 21246.0, 31304.0, 81044.0, 7836.0, 4804.0]",2
6946,28,44:14.0,-128,44:14.3,23,57,"[839715.0, 134238.0, 93575.0, 53706.0, 29430.0, 31165.0, 32681.0, 6839.0]",2
6931,28,44:14.9,-130,44:15.3,23,60,"[2253089.0, 894403.0, 219575.0, 46402.0, 50315.0, 50658.0, 81019.0, 29812.0]",2
6915,28,44:15.8,-132,44:16.3,23,56,"[142554.0, 22440.0, 4822.0, 7612.0, 13653.0, 4874.0, 4266.0, 1477.0]",2
6898,28,44:17.0,-136,44:17.3,23,54,"[362483.0, 179315.0, 39704.0, 19350.0, 23263.0, 25132.0, 10989.0, 2536.0]",2
6883,28,44:17.9,-139,44:18.3,23,57,"[904710.0, 69455.0, 93555.0, 46361.0, 33370.0, 20938.0, 10266.0, 6181.0]",2
6870,28,44:18.8,-141,44:19.3,23,50,"[2729356.0, 355034.0, 28177.0, 33100.0, 83910.0, 12918.0, 11816.0, 11785.0]",2
6850,28,44:20.0,-145,44:20.3,21,48,"[1253471.0, 89806.0, 10350.0, 25188.0, 30713.0, 18247.0, 12526.0, 7208.0]",2
6836,28,44:20.9,-150,44:21.3,21,38,"[104111.0, 94918.0, 13698.0, 1461.0, 16312.0, 8756.0, 2990.0, 768.0]",2
7382,28,43:47.0,-59,43:47.5,24,78,"[1298373.0, 25651.0, 20986.0, 13168.0, 21737.0, 5526.0, 2679.0, 4342.0]",1
7368,28,43:47.9,-59,43:48.5,24,74,"[138324.0, 58750.0, 11509.0, 7241.0, 4074.0, 4493.0, 2132.0, 3357.0]",1
7348,28,43:49.1,-59,43:49.4,24,56,"[56036.0, 14652.0, 942.0, 2952.0, 780.0, 861.0, 547.0, 363.0]",1
7333,28,43:50.0,-60,43:50.5,24,53,"[125280.0, 8070.0, 704.0, 2839.0, 914.0, 1903.0, 773.0, 732.0]",1
7321,28,43:50.9,-60,43:51.5,24,23,"[467476.0, 1122273.0, 39378.0, 32155.0, 35180.0, 45559.0, 47298.0, 38558.0]",1
11452,28,38:57.3,14,38:57.8,37,0,"[583599.0, 46989.0, 4133.0, 2496.0, 8958.0, 9735.0, 965.0, 261.0]",0
11444,28,38:58.5,14,38:58.8,37,0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
11435,28,38:59.4,14,38:59.8,37,0,"[649777.0, 18486.0, 20025.0, 8233.0, 24206.0, 26793.0, 4079.0, 748.0]",0
11428,28,39:00.3,13,39:00.8,37,0,"[2140764.0, 179471.0, 107892.0, 210598.0, 227120.0, 144866.0, 20581.0, 13964.0]",0
11418,28,39:01.5,13,39:01.8,37,0,"[790948.0, 372243.0, 153851.0, 343828.0, 253139.0, 50120.0, 34336.0, 7267.0]",0
11409,28,39:02.4,12,39:02.8,37,0,"[273651.0, 19586.0, 5354.0, 10151.0, 7341.0, 6829.0, 2255.0, 1978.0]",0
11398,28,39:03.3,12,39:03.8,37,0,"[374300.0, 141206.0, 33228.0, 185774.0, 97457.0, 172759.0, 72427.0, 51014.0]",0
11387,28,39:04.5,12,39:04.8,37,0,"[560469.0, 186777.0, 246018.0, 31739.0, 298360.0, 248706.0, 150577.0, 22469.0]",0
11381,28,39:05.4,12,39:05.8,37,0,"[718775.0, 307792.0, 114876.0, 90884.0, 128721.0, 68999.0, 15990.0, 21337.0]",0
11372,28,39:06.3,12,39:06.8,37,0,"[592800.0, 104528.0, 33243.0, 52960.0, 136753.0, 225688.0, 34938.0, 19975.0]",0
11357,28,39:07.5,11,39:07.8,37,0,"[1466685.0, 334436.0, 195077.0, 430282.0, 341383.0, 368745.0, 71347.0, 113958.0]",0
11350,28,39:08.4,11,39:08.8,37,0,"[1538934.0, 388798.0, 136076.0, 182177.0, 416852.0, 555786.0, 27431.0, 44109.0]",0
11344,28,39:09.3,11,39:09.8,37,0,"[211401.0, 45259.0, 5247.0, 9443.0, 16725.0, 11997.0, 11837.0, 1385.0]",0
11335,28,39:10.5,11,39:10.7,37,0,"[335965.0, 125582.0, 125543.0, 41057.0, 36827.0, 10183.0, 12646.0, 16395.0]",0
11328,28,39:11.4,11,39:11.7,35,0,"[75249.0, 35390.0, 7301.0, 4196.0, 4744.0, 4728.0, 1600.0, 2017.0]",0
11323,28,39:12.3,11,39:12.8,35,0,"[135204.0, 87297.0, 82800.0, 77154.0, 58714.0, 41257.0, 14432.0, 532.0]",0
11316,28,39:13.2,11,39:13.7,35,0,"[1732284.0, 80435.0, 75549.0, 33862.0, 28465.0, 28322.0, 11925.0, 2928.0]",0
11309,28,39:14.4,11,39:14.7,35,0,"[52567.0, 36252.0, 32353.0, 33253.0, 36883.0, 29667.0, 18759.0, 4971.0]",0
11301,28,39:15.3,11,39:15.7,35,0,"[1483498.0, 219166.0, 35005.0, 54260.0, 92006.0, 27479.0, 11650.0, 11150.0]",0
11290,28,39:16.5,11,39:16.7,35,0,"[398281.0, 22155.0, 63732.0, 28142.0, 19206.0, 23277.0, 12221.0, 7103.0]",0
11284,28,39:17.4,10,39:17.7,35,0,"[1897496.0, 131927.0, 156429.0, 132675.0, 278277.0, 240996.0, 96892.0, 129252.0]",0
11277,28,39:18.3,10,39:18.7,35,0,"[675958.0, 80184.0, 50829.0, 38126.0, 127428.0, 53516.0, 43766.0, 42316.0]",0
11269,28,39:19.2,10,39:19.7,35,0,"[210512.0, 14615.0, 47487.0, 19726.0, 51304.0, 22297.0, 32064.0, 44197.0]",0
11259,28,39:20.4,10,39:20.7,35,0,"[458075.0, 18163.0, 17409.0, 24144.0, 17291.0, 14641.0, 4014.0, 2687.0]",0
11250,28,39:21.3,10,39:21.7,35,0,"[641760.0, 119700.0, 26793.0, 79719.0, 83430.0, 79579.0, 20535.0, 21122.0]",0
11243,28,39:22.2,10,39:22.7,35,0,"[659409.0, 386856.0, 300621.0, 83467.0, 36142.0, 108880.0, 58254.0, 35351.0]",0
11231,28,39:23.4,10,39:23.7,35,0,"[440125.0, 14384.0, 16475.0, 36209.0, 34794.0, 29978.0, 14355.0, 14228.0]",0
11223,28,39:24.3,10,39:24.7,35,0,"[848165.0, 70738.0, 11638.0, 33815.0, 26739.0, 22529.0, 6608.0, 17589.0]",0
11216,28,39:25.2,10,39:25.7,35,0,"[1477300.0, 345019.0, 57734.0, 40533.0, 72465.0, 66393.0, 24457.0, 7069.0]",0
11203,28,39:26.4,10,39:26.7,35,0,"[1299365.0, 242797.0, 42547.0, 22010.0, 25118.0, 89531.0, 88386.0, 32360.0]",0
11195,28,39:27.3,10,39:27.7,35,0,"[1040495.0, 110973.0, 162545.0, 131309.0, 142849.0, 108797.0, 33374.0, 27100.0]",0
11186,28,39:28.2,10,39:28.7,35,0,"[1204255.0, 815281.0, 141047.0, 103644.0, 94499.0, 115373.0, 121714.0, 57667.0]",0
11174,28,39:29.4,9,39:29.7,35,0,"[800515.0, 177453.0, 7096.0, 5979.0, 10192.0, 11828.0, 5648.0, 2269.0]",0
11166,28,39:30.3,9,39:30.7,35,0,"[170448.0, 36973.0, 37295.0, 12090.0, 30404.0, 30290.0, 13061.0, 1975.0]",0
11156,28,39:31.2,9,39:31.7,35,0,"[519747.0, 37947.0, 12629.0, 12313.0, 8555.0, 8670.0, 1989.0, 776.0]",0
11142,28,39:32.4,9,39:32.7,35,0,"[992344.0, 54843.0, 30177.0, 44678.0, 38873.0, 28982.0, 4388.0, 1712.0]",0
11136,28,39:33.3,9,39:33.7,35,0,"[841213.0, 29257.0, 32098.0, 27115.0, 7387.0, 1968.0, 1010.0, 475.0]",0
11126,28,39:34.2,9,39:34.6,35,0,"[515650.0, 10206.0, 4068.0, 6789.0, 4101.0, 1280.0, 1730.0, 715.0]",0
11112,28,39:35.4,9,39:35.6,35,30,"[191528.0, 13013.0, 1617.0, 2350.0, 8876.0, 4058.0, 303.0, 295.0]",0
11104,28,39:36.3,9,39:36.6,35,30,"[771445.0, 14693.0, 5235.0, 2157.0, 1142.0, 1022.0, 456.0, 174.0]",0
11096,28,39:37.2,9,39:37.6,35,30,"[632841.0, 80854.0, 28463.0, 24085.0, 47155.0, 40293.0, 30092.0, 8218.0]",0
11079,28,39:38.4,8,39:38.6,35,30,"[541476.0, 77973.0, 10781.0, 7647.0, 12019.0, 22528.0, 22038.0, 9802.0]",0
11072,28,39:39.3,8,39:39.6,35,30,"[2698286.0, 75087.0, 105929.0, 34371.0, 38613.0, 37890.0, 30490.0, 27026.0]",0
11061,28,39:40.2,8,39:40.6,35,30,"[230390.0, 179191.0, 58317.0, 261386.0, 62801.0, 34178.0, 31556.0, 27146.0]",0
11050,28,39:41.1,8,39:41.6,35,30,"[823685.0, 97518.0, 47392.0, 77559.0, 55224.0, 72734.0, 20301.0, 2976.0]",0
11035,28,39:42.3,7,39:42.6,35,30,"[1114113.0, 206942.0, 29708.0, 32373.0, 138898.0, 102587.0, 81838.0, 92598.0]",0
11025,28,39:43.2,7,39:43.6,35,0,"[1811278.0, 358715.0, 194433.0, 192354.0, 183144.0, 114795.0, 50504.0, 28732.0]",0
11016,28,39:44.1,7,39:44.6,35,0,"[1927079.0, 67884.0, 35381.0, 15422.0, 12318.0, 11888.0, 3193.0, 1021.0]",0
11002,28,39:45.3,7,39:45.6,35,0,"[350600.0, 42660.0, 4596.0, 4644.0, 3361.0, 1278.0, 686.0, 317.0]",0
10992,28,39:46.2,6,39:46.6,35,0,"[920936.0, 114470.0, 128958.0, 91188.0, 45849.0, 42437.0, 57065.0, 55102.0]",0
10983,28,39:47.1,5,39:47.6,35,0,"[776809.0, 108347.0, 22982.0, 64644.0, 93009.0, 82105.0, 99547.0, 12502.0]",0
10970,28,39:48.3,4,39:48.6,35,0,"[95619.0, 75129.0, 22853.0, 21102.0, 9392.0, 12753.0, 10360.0, 9425.0]",0
10960,28,39:49.2,4,39:49.6,35,0,"[1265881.0, 37558.0, 2601.0, 2292.0, 4614.0, 3249.0, 888.0, 952.0]",0
10950,28,39:50.1,3,39:50.6,35,0,"[975072.0, 1019807.0, 25046.0, 210283.0, 375299.0, 104373.0, 64502.0, 37489.0]",0
10935,28,39:51.3,3,39:51.6,35,0,"[1410321.0, 43310.0, 11261.0, 21757.0, 7598.0, 2747.0, 1327.0, 580.0]",0
10926,28,39:52.2,3,39:52.6,35,0,"[1398728.0, 33840.0, 46868.0, 10619.0, 18568.0, 27106.0, 8156.0, 3232.0]",0
10917,28,39:53.1,3,39:53.5,35,0,"[542930.0, 79857.0, 3235.0, 3614.0, 9745.0, 13886.0, 2835.0, 2221.0]",0
10900,28,39:54.3,3,39:54.6,35,0,"[2518132.0, 467548.0, 17423.0, 13477.0, 14965.0, 17504.0, 38012.0, 26012.0]",0
10890,28,39:55.2,3,39:55.5,35,0,"[106840.0, 29155.0, 5380.0, 897.0, 2204.0, 2143.0, 499.0, 300.0]",0
10881,28,39:56.1,2,39:56.5,35,0,"[204320.0, 15941.0, 9299.0, 9082.0, 3849.0, 2677.0, 681.0, 1271.0]",0
10864,28,39:57.3,2,39:57.5,35,0,"[841797.0, 200088.0, 22162.0, 15236.0, 22390.0, 10833.0, 1907.0, 857.0]",0
10853,28,39:58.2,2,39:58.6,35,0,"[532373.0, 234929.0, 177106.0, 51684.0, 101002.0, 298277.0, 136940.0, 70340.0]",0
10843,28,39:59.1,2,39:59.5,35,0,"[954817.0, 365732.0, 121357.0, 26488.0, 105727.0, 264823.0, 92648.0, 91516.0]",0
10826,28,40:00.3,1,40:00.5,35,0,"[1022780.0, 361266.0, 67612.0, 98921.0, 69274.0, 86223.0, 87303.0, 34522.0]",0
10813,28,40:01.2,1,40:01.5,35,0,"[282462.0, 96018.0, 30990.0, 13315.0, 45418.0, 26741.0, 23680.0, 18888.0]",0
10805,28,40:02.1,1,40:02.5,35,0,"[199937.0, 77093.0, 38294.0, 21838.0, 12675.0, 28410.0, 13908.0, 14287.0]",0
10793,28,40:03.0,-1,40:03.5,35,0,"[642683.0, 243353.0, 97284.0, 77266.0, 39272.0, 11964.0, 4792.0, 8244.0]",0
10776,28,40:04.2,-1,40:04.5,35,0,"[2328026.0, 84223.0, 64457.0, 39629.0, 38091.0, 11704.0, 10104.0, 6161.0]",0
10769,28,40:05.1,-1,40:05.5,35,0,"[1667678.0, 1328142.0, 123823.0, 159279.0, 258676.0, 211318.0, 142456.0, 72661.0]",0
10757,28,40:06.0,-1,40:06.5,35,0,"[946495.0, 146307.0, 37789.0, 107196.0, 92278.0, 87443.0, 24583.0, 82458.0]",0
10743,28,40:07.2,-2,40:07.5,35,0,"[469304.0, 61380.0, 62891.0, 5632.0, 40921.0, 99340.0, 24704.0, 13877.0]",0
10730,28,40:08.1,-3,40:08.5,35,0,"[1969443.0, 268236.0, 73599.0, 61297.0, 100804.0, 173581.0, 28650.0, 29237.0]",0
10717,28,40:09.0,-3,40:09.5,35,0,"[31709.0, 35799.0, 6895.0, 3852.0, 5064.0, 3323.0, 2834.0, 1276.0]",0
10700,28,40:10.2,-3,40:10.5,35,0,"[1435960.0, 901206.0, 84358.0, 253899.0, 98634.0, 226179.0, 113140.0, 73280.0]",0
