57,80,0,"[[12228, 11377, 13109, 16245, 47392, 359793, 216768, 59067], [5448, 8867, 16798, 9327, 10502, 54251, 22280, 14882], [601, 2141, 6851, 10983, 3704, 36783, 1471, 26141], [6719, 3680, 3934, 1653, 15765, 11252, 9330, 5546], [4997, 3887, 5700, 13265, 7461, 26848, 11546, 8053], [3999, 7913, 2080, 2119, 10797, 10567, 32092, 6060], [3453, 7571, 9339, 2849, 6927, 7634, 4714, 7155], [2683, 2617, 1256, 1358, 1451, 5248, 10693, 4075]]",1
60,69,0,"[[3915, 3036, 4285, 3076, 1300, 680, 5806, 1307], [6045, 2312, 12514, 4593, 4796, 2623, 5036, 7408], [1446, 2387, 303, 3659, 3135, 2435, 1154, 913], [3581, 8955, 1322, 8668, 6321, 14939, 8890, 4779], [3784, 413, 2398, 1792, 2784, 3445, 1024, 679], [3880, 3748, 3087, 3671, 1836, 2338, 2258, 2167], [2268, 1963, 1045, 1376, 1526, 2015, 1073, 2124], [582, 983, 805, 1239, 2606, 2548, 1231, 1004]]",1
41,21,0,"[[26692, 23064, 896401, 34145, 481513, 59641, 208713, 72550], [8563, 4371, 242365, 46141, 45409, 18381, 20799, 36618], [6711, 2108, 10241, 1321, 8525, 7148, 897, 5405], [1526, 7429, 24206, 10770, 702, 3797, 1790, 5441], [518, 7725, 26880, 5462, 3549, 2790, 6564, 5293], [4531, 6664, 14565, 15069, 3420, 4453, 6202, 3258], [2949, 3143, 5808, 2904, 1084, 5411, 1178, 6138], [17018, 19178, 18398, 24837, 5437, 20736, 5065, 25567]]",1
30,63,0,"[[1241316, 1156582, 28325, 60043, 225004, 11545, 380898, 559805], [779602, 150802, 16201, 38842, 107702, 15277, 212040, 167738], [37772, 4550, 5125, 15986, 17101, 13577, 28987, 15367], [42123, 23014, 8040, 8570, 13961, 3816, 31860, 7632], [20648, 3936, 11608, 10980, 1451, 3809, 15646, 7098], [15651, 9156, 4712, 19037, 4669, 3852, 10066, 9680], [7575, 3926, 8229, 24324, 3179, 10218, 5305, 5200], [8797, 3094, 1702, 6104, 1589, 5920, 6239, 3373]]",1
38,53,0,"[[11477, 157697, 36744, 315007, 1026007, 12216, 3953, 155790], [20099, 22434, 130969, 69383, 42521, 24512, 15949, 12042], [2035, 29855, 34866, 9105, 2178, 9887, 10530, 10264], [10437, 13845, 12804, 7875, 18858, 2858, 8278, 16398], [4439, 20474, 4174, 12053, 10353, 3700, 3812, 5143], [8124, 8953, 8334, 12514, 4826, 5069, 5122, 15698], [8536, 3775, 4149, 9710, 7183, 4947, 5779, 7511], [6678, 9248, 7962, 6954, 6029, 9210, 7405, 8325]]",1
34,51,0,"[[6551, 56101, 1008956, 547353, 79824, 251699, 1493667, 179364], [6976, 22264, 17713, 184202, 72962, 30791, 135608, 34532], [1313, 6686, 7616, 23495, 1665, 12316, 11408, 8525], [2332, 13586, 9764, 45164, 6731, 14696, 16885, 13739], [8683, 8040, 4279, 34036, 2803, 7909, 19580, 12519], [6484, 11102, 5227, 21054, 1603, 3876, 7990, 9441], [2449, 7447, 283, 13757, 4096, 3486, 9038, 4593], [2165, 7358, 523, 8784, 333, 2138, 2982, 1922]]",1
29,69,0,"[[4588, 18800, 113767, 123864, 29356, 22593, 10006, 18055], [10781, 27910, 42817, 51400, 16385, 11560, 16640, 12247], [4133, 2022, 20737, 15997, 2112, 4313, 2935, 4382], [2596, 15352, 5034, 3115, 13182, 3259, 13882, 6273], [4131, 5932, 6613, 4005, 2617, 4358, 2420, 1574], [4437, 12323, 7692, 3946, 3124, 2548, 3521, 2505], [3898, 4025, 3095, 3448, 3409, 3637, 3985, 2983], [2007, 2136, 1347, 2664, 1941, 1507, 2228, 1295]]",1
34,34,0,"[[241202, 39675, 9858, 73347, 54269, 48132, 51768, 2977], [50721, 26113, 20518, 37705, 47179, 131336, 33009, 18105], [1144, 15532, 10908, 5063, 44335, 8879, 4186, 11504], [3709, 2410, 20183, 5496, 21696, 9670, 8560, 4936], [3274, 7137, 3605, 7800, 3544, 1057, 3315, 1914], [2889, 4086, 7259, 6589, 11008, 5293, 3898, 8075], [844, 3517, 4170, 6569, 10053, 2177, 5227, 2288], [1492, 7653, 6963, 7759, 5181, 13370, 8586, 11116]]",1
30,43,0,"[[8024, 12015, 46804, 161348, 2472, 159771, 877049, 197955], [6725, 10454, 6681, 80242, 7244, 115223, 326384, 63646], [9334, 2693, 2988, 51564, 830, 28063, 6990, 40818], [8216, 8439, 7217, 9886, 6390, 14696, 11822, 14425], [2304, 3115, 3892, 3938, 4849, 15915, 8745, 9988], [2706, 5402, 8279, 5460, 3459, 13110, 9390, 7310], [6444, 2459, 3422, 6735, 2652, 3819, 6548, 4553], [2773, 590, 1728, 1001, 5458, 3824, 1953, 3989]]",1
44,41,0,"[[11210, 41597, 13153, 181516, 37632, 33838, 433853, 31693], [11985, 10547, 9444, 29738, 48603, 51512, 51716, 25585], [4943, 2568, 17637, 2393, 9385, 12881, 19129, 10024], [2249, 5135, 4234, 2442, 11674, 12506, 23372, 11722], [3113, 10982, 4074, 1325, 15201, 16507, 34491, 23206], [3536, 3251, 22633, 1774, 10219, 17056, 21483, 39986], [2616, 2070, 2074, 735, 2365, 3603, 4301, 4857], [3000, 7090, 8030, 926, 5788, 4049, 3033, 6087]]",1
